;text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
914;RT @direitafalando: nada contra mulheres tenho ate amigas que sao;1;1;0;0;0;0;0;0;0;0;0;0
920;bandido bom é bandido dilacerado por dinossauros;1;0;0;0;0;0;0;0;0;1;0;0
931;"Veja as fotos e o vídeo. Islão, aqui, não! https://t.co/rnj2MV3chu
#RenovarPortugal #PNR #Islão #Muçulmanos #Mesquitas #Portugal";1;0;0;0;0;0;0;1;0;0;0;0
941;TACA PEDRA NOS COMUNISTA;1;0;0;0;1;0;0;0;0;0;0;0
950;"RT @direitafalando: já tava na hora de acabar com esse ciência sem fronteira
um bando de pobre indo viajar pra europa no mesmo avião que eu _";1;0;0;0;0;0;0;0;0;1;0;0
954;eae seus esquerdopata vão sair pra gastar capital com o que hj?;1;0;0;0;1;0;0;0;0;0;0;0
958;"finalmente essa gorda velha saiu 
agora é só esperar o dólar abaixar pra eu poder ir pra disney sem preocupações";1;1;1;0;0;0;0;0;0;0;0;1
967;Mulher em estádio de futebol só faz merda. Se pelo menos estivesse totalmente pelada, mas nem isso https://t.co/dKqMPBfgrJ;1;1;0;0;0;0;0;0;0;0;0;0
968;É mta falta de uma louça, de umas roupas pra passar, de um chão de banheiro pra esfregar um pano https://t.co/VTif2nyuNo;1;1;0;0;0;0;0;0;0;0;0;0
970;seja romântico e se declare pra mina sim amiguinho, mulheres adoram homem romântico https://t.co/ObbPRwggx7;1;1;0;0;0;0;0;0;0;0;0;0
977;Laura Muller, apresenta essa loirinha gostosa de branco atrás de vc?;1;1;0;0;0;0;0;0;0;0;0;0
978;As teta da loirinha tá demais #altashoras https://t.co/LlS954cBjO;1;1;0;0;0;0;0;0;0;0;0;0
988;A globo mentiu para o futebol feminino. E a mulherada, como sempre iludida, acredita. Tudo normal;1;1;0;0;0;0;0;0;0;0;0;0
992;Mulher, até a Angelina Jolie é traida e vc acha q vc não? Larga de ser otária;1;1;0;0;0;0;0;0;0;0;0;0
996;Qdo vc vê q a mulher q vc gosta te bloqueou só pq vc comeu outra https://t.co/XulXyHzpyL;1;1;0;0;0;0;0;0;0;0;0;0
1005;Essa hora só tem puta e viado online;1;0;0;0;0;1;0;0;0;0;0;0
1010;Essa hora é qdo a mulher quer sair da balada pra ir pra casa pra levar vara;1;1;0;0;0;0;0;0;0;0;0;0
1013;"Qndo falo ""ir em mulher"" me refiro a meter a rola nela https://t.co/zyNjrvGlJy";1;1;0;0;0;0;0;0;0;0;0;0
1014;Vou repetir a pergunta pq tem uns nego q são burro pra caralho. Qual vc comia (com o pau, o seu) primeiro?! https://t.co/cp160Cf9OP;1;0;0;1;0;0;0;0;0;0;0;0
1017;Vencedora do concurso. A seguidora q tiver uma bunda parecida pode passar em nossa sede para retirar o grosso prêmio https://t.co/row0tGIUPp;1;1;0;0;0;0;0;0;0;0;0;0
1020;"Matérias q deveriam ser obrigatórias (meninos)
- PORT/MATEM
- Geografia/Hist
- Largar de viadagem
- Seja homem
- Coma mulher direito seu FDP";1;1;0;0;0;1;0;0;0;0;0;0
1021;"Matérias que deveriam ser obrigatórias (meninas)
- PORT/MATEM
- Não seja uma vadia mentirosa
- Romantismo: merda
- Seja chupeteira";1;1;0;0;0;0;0;0;0;0;0;0
1023;Mulher boa é assim https://t.co/593O7QgDM7;1;1;0;0;0;0;0;0;0;0;0;0
1024;Querendo comer umas seguidoras ae;1;1;0;0;0;0;0;0;0;0;0;0
1027;@EditoraHumanas @caiocoimbra @catracalivre e ainda chamou os amigo bicha da catracadaportras pra ajuda-lo;1;0;0;0;0;1;0;0;0;0;0;0
1028;"""mais mulheres na política!""
A maioria do eleitorado é mulher! 
Não são mais eleitas pq mulher não confia em mulher nenhuma";1;1;0;0;0;0;0;0;0;0;0;0
1029;As teta da Simoni na redetv. Que peitos hein;1;1;0;0;0;0;0;0;0;0;0;0
1031;E qual mulher tem força pra administrar um país?! Uma creche no máximo https://t.co/IROu8QAdcq;1;1;0;0;0;0;0;0;0;0;0;0
1039;#PrecisamosFalarSobreAborto Vc deveria ter sido abortado;1;1;0;0;0;0;0;0;0;0;0;0
1046;Essa hora só tem puta e viado online, exceto eu;1;0;0;0;0;1;0;0;0;0;0;0
1054;Horas seguidas que quero te comer: quantidade de vagas para a libertadores;1;1;0;0;0;0;0;0;0;0;0;0
1057;Só podia ser mulher pra reparar roupa https://t.co/rrFyFds3RH;1;1;0;0;0;0;0;0;0;0;0;0
1058;"""lugar de mulher é na cozinha""
Seus machistas de merda, lugar de mulher é onde ela quiser. Desde q pelada. https://t.co/xhKXOHQLlY";1;1;0;0;0;0;0;0;0;0;0;0
1062;fala ae seus esquerdopata;1;0;0;0;1;0;0;0;0;0;0;0
1072;@BrendaPaesGp homem q repara lingerie é pq tá querendo usar;1;1;0;0;0;0;0;0;0;0;0;0
1073;"Tem ""homem"" q repara unha de mulher! Com certeza gostam de vara";1;1;0;0;0;0;0;0;0;0;0;0
1085;Kd as suvaqueiras peludas essas horas??? https://t.co/tbK7HJl3Vv;1;1;0;0;0;0;0;0;0;0;0;0
1090;Ficar definindo significado em tatuagem é coisa de mulheres e tcholas;1;1;0;0;0;0;0;0;0;0;0;0
1094;A fdp não come carne e quer q vc tb não coma. Chupar meu pau ela não quer;1;1;0;0;0;0;0;0;0;0;0;0
1096;Da mesma forma q eu enfio o pau em algumas pessoas (mulheres) e outras não (homens). Chama-se: escolha pessoal e vt _ https://t.co/kC758QQaq8;1;0;0;0;0;1;0;0;0;0;0;0
1097;Q mulher estúpida! https://t.co/31IFZgfzxR;1;1;0;0;0;0;0;0;0;0;0;0
1103;Quer chamar atenção do marido organiza um grupal com as amigas pra ele, jumenta https://t.co/sHHSV1hg7a;1;1;0;0;0;0;0;0;0;0;0;0
1107;@jefersonstutz prefiro acreditar q ela pensa q o Uber q escolhe, contratando. Antes desinformada do que uma burra fazendo psolzice;1;1;0;0;0;0;0;0;0;0;0;0
1118;E vc aí mulher não sabe nem chutar uma bola direito https://t.co/APQBR6I61Q;1;1;0;0;0;0;0;0;0;0;0;0
1121;Guarani consegue reverter uma derrota de 4x0 e vc não consegue pegar a gostosa do escritório https://t.co/fmd4DkBBKf;1;1;0;0;0;0;0;0;0;0;0;0
1144;"- votei no crivella pq o freixo vai acabar com as milícias 
- mas bandido bom não é bandido morto? https://t.co/CzVILFRu2d";1;0;0;0;0;0;0;0;0;1;0;0
1145;Pedreiro se forma em Direito após pedalar 42 km por dia para estudar (e agora esquerdopatas?) https://t.co/gRziFecOgf;1;0;0;0;1;0;0;0;0;0;0;0
1149;"Assine a petição: Contra a construção de mais uma mesquita em Lisboa 
https://t.co/aUaTxMdXea https://t.co/1cp0XxLa1x";1;0;0;0;0;0;0;1;0;0;0;0
1154;Para desconcentrar um homem com um decote é necessário ter peitos https://t.co/xAwMiLHb7P;1;1;0;0;0;0;0;0;0;0;0;0
1156;"""Vc é burra hein mulher"" https://t.co/2SZKWUg74w";1;1;0;0;0;0;0;0;0;0;0;0
1158;E continuou os 8 anos dando pro cara. Isso se chama otária! https://t.co/4kFCMXJCSJ;1;1;0;0;0;0;0;0;0;0;0;0
1162;agora sim esse latinos imundos vão parar de tentar entrar nos EUA #Trump;1;0;0;1;0;0;1;0;0;0;0;0
1163;"mas é claro que eu posso ir pra disney tranquilo
não sou latino, sou branco";1;0;0;1;0;0;1;0;0;0;0;0
1165;gente eu não sou latino só por ter nascido no brasil né, latinos são sujos, eu tomo banho;1;0;0;1;0;0;1;0;0;0;0;0
1172;quando os mexicanos querem entrar nos eua pra roubar emprego https://t.co/0Bf0MHjjpI;1;0;0;1;0;0;1;0;0;0;0;0
1181;Enfia os 7 dedo no cu, argentinos fdps;1;0;0;1;0;0;1;0;0;0;0;0
1182;Tá passando o jogo mulher, pô https://t.co/60ugbsi6Em;1;1;0;0;0;0;0;0;0;0;0;0
1194;Mulher = carne de churrasco. Vc esquenta no pau;1;1;0;0;0;0;0;0;0;0;0;0
1195;"A era em que ""homens"" começam a usar cor de rosa https://t.co/3Cfl9aoHmO";1;1;0;0;0;0;0;0;0;0;0;0
1207;Olhando a bunda da Ellen Roche https://t.co/LGZYkikSeP;1;1;0;0;0;0;0;0;0;0;0;0
1211;"Uber de puta: a mulher não quer ser uma GP,  mas precisa de uma grana, vai lá e dá uma. Mais barato e mais prático
Fica a ideia ae";1;1;0;0;0;0;0;0;0;0;0;0
1228;Q viadagem de romantismo. Ele tava comendo ela de ladinho https://t.co/bBhrnSMJ6E;1;0;0;0;0;1;0;0;0;0;0;0
1229;"“Rapefugees”: já começa em Portugal _
https://t.co/2yUoW99sPV 
#Refugees #Refugiados #Portugal";1;0;0;0;0;0;0;0;0;0;1;0
1234;Kd o moleque viadinho fã da Marta? https://t.co/gNBmQyglK4;1;0;0;0;0;1;0;0;0;0;0;0
1240;"Se vc bate em mulher, vc é um covarde de merda. 
Se vc bate nessa mulher, além de covarde, com certeza vc gosta de _ https://t.co/TL1ibsiIL4";1;1;0;0;0;0;0;0;0;0;0;0
1246;"RT @jpintocoelho60: Os animais islamitas continuam a atacar em solo europeu.
A culpa é dos governantes: traidores, criminosos!
Só o Naciona _";1;0;0;0;0;0;0;1;0;0;0;0
1247;"RT @rpsantos1970: A Alemanha já não é segura, a Europa já não é segura.
A culpa é dos políticos traidores.
Islão, aqui não! https://t.co/qA _";1;0;0;0;0;0;0;1;0;0;0;0
1307;A feminazi @lolaescreva tem a cara de pau de pedir dinheiro em seu blog - mesmo ganhando uma boquinha de 11 mil - v _ https://t.co/XH24MvyqxB;1;1;0;0;1;0;0;0;0;0;0;0
1311;"RT @TonhoDrinks: Eu gosto quando o pessoal é honesto assim e assume que acha o povo sertanejo algo de segunda classe @reaconaria 
 https:/ _";1;0;0;0;0;0;1;0;0;0;0;0
1318;Meigo! Comunistas coerentes como sempre... https://t.co/qAAU6L807q;1;0;0;0;1;0;0;0;0;0;0;0
1324;"""Nutella pode provocar cancro"".
Espero que esta notícia ajude a diminuir a taxa de obesidade.
Basta os gorditos continuarem a mamar Nutella";1;0;1;0;0;0;0;0;0;0;0;0
1327;"Sempre que vejo o MasterChef Austrália fico com vontade de provar um prato novo.
Está decidido!
Vou oferecer uma Bimby à minha namorada";1;1;0;0;0;0;0;0;0;0;0;0
1333;Passando aqui para avisar que comunistas vão arder no inferno.;1;0;0;0;1;0;0;0;0;0;0;0
1344;Dá uma rola pras feminazi.quem sabe elas param de falar bosta.;1;1;0;0;1;0;0;0;0;0;0;0
1348;Como se os russos precisassem de novos motivos para beber https://t.co/jy2l8UCD6o;1;0;0;0;0;0;1;0;0;0;0;0
1367;RT @rpsantos1970: Não faz sentido Portugal acolher imigrantes, enquanto a nossa população se encontra desempregada e é obrigada a emigrar. _;1;0;0;0;0;0;0;0;0;0;1;0
1387;"Chega pra mina e fala:
-Por caso seu pai é dono de bordel??
-Não.pq???
-pq vc parece uma puta";1;1;0;0;0;0;0;0;0;0;0;0
1388;Pq n manda os refugiados pro inferno em vez de mandar pra europa???São tudo muçulmano mesmo....;1;0;0;0;0;0;0;1;0;0;1;0
1393;Seria um prazer matar muçulmano.;1;0;0;0;0;0;0;1;0;0;0;0
1394;"""Refugiado estão morrendo de frio na Grecia''. Que bom,pelo menos com o pau congelado eles n conseguem estuprar mais nenhuma europeia";1;0;0;0;0;0;0;0;0;0;1;0
1395;O dia que todos os muçulmanos morrer,certeza que o inferno vai sobrecarregar.;1;0;0;0;0;0;0;1;0;0;0;0
1398;"Chega pra mina e fala:
-Por a caso seu pai é o capeta??
-Não pq???
-Pq vc é a visão do inferno.";1;1;0;0;0;0;0;0;0;0;0;0
1400;A esquerda gosta de viver na sujeira, gosta do feio e idolatra a burrice. Pichação não é arte, é coisa de vagabundo _ https://t.co/pRkOnzBSTQ;1;0;0;0;0;0;0;0;0;1;0;0
1405;"Sinto cada vez mais nojo da comunicação social. Esquerdalhos com mau perder!
@SICNoticias #YouAreFakeNews #GoTrump
https://t.co/KeZIOR301t";1;0;0;0;1;0;0;0;0;0;0;0
1415;Mas ainda tinha aquelas gostosas que quando saiam,na outra semana tava na playboy;1;1;0;0;0;0;0;0;0;0;0;0
1416;Agora é só umas gordas feias pra caralho;1;1;1;0;0;0;0;0;0;0;0;0
1446;"Trump discursa para o povo. Diz que 20 de janeiro será lembrado como o dia que o povo tomou o poder.
CHORA ESQUERDALHA GLOBAL";1;0;0;0;1;0;0;0;0;0;0;0
1451;É a turma da problematização que vê preconceito em tudo pra pautar nos movimentos. São doentes mentais de esquerda. https://t.co/V84kk0CUm1;1;0;0;0;1;0;0;0;0;0;0;0
1462;Recomendo isto aos jornalistas-terroristas do cartel da comunicação social, aos comentadores e à carneirada histéri _ https://t.co/RWgDSmXnxV;1;0;0;0;0;0;0;0;0;1;0;0
1468;Eu arroto mesmo pq quem engole gás é judeu;1;0;0;0;0;0;0;1;0;0;0;0
1471;"Só uma pessoa nojenta é capaz de escrever uma barbaridade destas!
Ah, é um jornalista e é verdade?
Desculpem, assim _ https://t.co/LcKvyiZUbR";1;0;0;0;0;0;0;0;0;1;0;0
1484;RT @TonhoDrinks: A mulher virou a principal massa de manobra globalista. Nunca foram tão usadas. Culpa de muita propaganda e prepotência.;1;1;0;0;0;0;0;0;0;0;0;0
1515;"""Os temas resultam das visitas efectuadas por #AssunçãoCristas"".
Incluída a da mesquita: submissão ao #IslãoInvasor.
https://t.co/co6lj0CWIb";1;0;0;0;0;0;0;1;0;0;0;0
1554;A intoxicação e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades. Depois são _ https://t.co/qva99FyYk9;1;0;0;0;0;1;0;0;0;0;0;0
1557;E o custo (sobretudo social) da invasão imigrante? Isso não interessa? https://t.co/Nruafrq4mB;1;0;0;0;0;0;0;0;0;0;1;0
1626;"Essa geração atual de jovens tem mais é que se foder e acabou
Mete um ditador socialista no país pra metade ser fuzilado e fim de papo";1;0;0;0;0;0;0;0;0;0;0;1
1627;Só sofrendo na pele de cobra deles que essa turma vai sentir o real socialismo/comunismo. Não é nada disso que tem na cabeça de anta deles.;1;0;0;0;1;0;0;0;0;0;0;0
1628;"""Diz produtora IRANIANA"". Não pode ser séria essa notícia... 
Certeza q p essa mulher, jogar um Boeing contra um p _ https://t.co/TOy463lsYd";1;0;0;0;0;0;1;0;0;0;0;0
1720;"Fico imaginando se o @omelete realmente acha que se mulheres negras q não ""chegaram lá"" por sofrerem racismo são ""vitimistas"".";1;1;0;1;0;0;0;0;0;0;0;0
1721;O racismo que mulheres negras e latinas sofrem nas áreas de ciência, tecnologia, engenharia e matemática > https://t.co/TPqO635N7z;1;1;0;0;0;0;0;0;0;0;0;0
1735;Egípcio tenta entrar no Louvre com uma naifa - Terrorista. Canadiano de olhos azuis dispara sobre 40 pessoas numa mesquita - Lobo Solitário.;1;0;0;0;0;0;1;0;0;0;0;0
1753;Quando um país não pode mais dizer quem pode e quem não pode entrar e sair, principalmente por razões de segurança _ https://t.co/SRAMKmz4dJ;1;0;0;0;0;0;0;0;0;0;1;0
1770;O juiz abre nosso país para possíveis terroristas e outros que não tem como objetivo nossos melhores interesses. Os _ https://t.co/tL74UdFmnb;1;0;0;0;0;0;0;0;0;0;1;0
1772;"@gustavozelele Devem ser respondido: ""chama de puta, vadia e manda ir lavar uma louça"".";1;1;0;0;0;0;0;0;0;0;0;0
1799;Filhos de pai incógnito quase duplicaram em 2016! Eu já andava desconfiado que há por aqui cada vez mais filhos da put@...;1;1;0;0;0;0;0;0;0;0;0;0
1810;A ameaça do terrorismo radical islâmico é bem real, veja o que acontece na Europa e no Oriente Médio. Os tribunais _ https://t.co/cyd14kyXY0;1;0;0;0;0;0;0;1;0;0;0;0
1826;@PauloBotelho87 Ué, vai lá machão! Leva tua mulher pra galera ver!;1;1;0;0;0;0;0;0;0;0;0;0
1841;E o bacana é que a BBC apóia essa galera entrar indiscriminadamente nos EUA. Top, né? https://t.co/EPFRbE010f;1;0;0;0;0;0;0;0;0;0;1;0
1849;@fjstex estás a insinuar que algarvios, alentejanos, comunas e fachos não passam de uma cambada de rabetas?!;1;0;0;0;0;1;0;0;0;0;0;0
1869;"""aparentemente sem ligações terroristas"" 
Mas não vêem que o Islão contém o ovo da serpente? Terrorista ou não, de _ https://t.co/RvGp9Y7MJu";1;0;0;0;0;0;0;1;0;0;0;0
1873;"@CotrimNestor 99% dos afegãos apoiam a sharia: https://t.co/tIyRCp1xBW 
Coisa linda realmente... receba eles na sua casa! Vai estudar!";1;0;0;0;0;0;0;0;0;0;1;0
1879;Eu to passada com o quanto de cara que acha que mulher tem obrigação de conversar com ele no tinder se deu um like. Ou ele chama de puta.;1;1;0;0;0;0;0;0;0;0;0;0
1888;"- Moça eu quero aquele tênis.
- Aquele é pra homem
- Mas vc acha que o tênis vai reparar?";1;1;0;0;0;0;0;0;0;0;0;0
1918;@5gu @caiquepala Tinha que ser gorda, né?;1;1;1;0;0;0;0;0;0;0;0;0
1919;@5gu Lá vem a gorda fazer chantagem emocional.;1;1;1;0;0;0;0;0;0;0;0;0
1920;@5gu @caiquepala esse gordo pedante se sentindo;1;0;1;0;0;0;0;0;0;0;0;0
1921;@5gu E gordo sente frio?;1;0;1;0;0;0;0;0;0;0;0;0
1922;@5gu @caiquepala AAAA, gorda do caralho.;1;1;1;0;0;0;0;0;0;0;0;0
1963;A Europa, muito doente e submissa a estes espectáculos de mariquice nojenta, claro que se torna presa fácil do Islã _ https://t.co/BIAymMELN1;1;0;0;0;0;1;0;1;0;0;0;0
1986;"Acabei de ouvir uma cigana dizer q ""os chineses são um povo sujo e sem higiene q vive e dorme em qualquer lado"".
O cliché morreu hj às 16h09";1;0;0;1;0;0;1;0;0;0;0;0
2012;"Segues 2 mil porcas no Insta sem problema.
Metes 1 gosto na foto d uma colega q a tua namorada n conhece e ela dá início à 3ª Guerra Mundial";1;1;0;0;0;0;0;0;0;0;0;0
2022;Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias;1;1;0;0;0;0;0;0;0;0;0;0
2051;RT @NoutraCoisa: Namoradas que hoje não queiram sexo em vez da desculpa da dor de cabeça vestem uma camisola do Ederson. Não entra nada.;1;1;0;0;0;0;0;0;0;0;0;0
2061;Comigo na @CamaraLisboa, isto seria impensável. Islão, aqui não! Pela Identidade: Portugal e os Portugueses primeir _ https://t.co/2nPO2gy7a3;1;0;0;0;0;0;0;1;0;0;1;0
2081;#NAME?;1;1;0;0;1;0;0;0;0;0;0;0
2146;"FODA-SE! 
Quer ceder a toda e qq tentação e não trabalhar?? Pode virar uma cracuda moradora de rua por exemplo... https://t.co/tVyuqQwal4";1;0;0;0;0;0;0;0;0;1;0;0
2157;"RT @JoaquimTexera: MEU NETO PEDIU PRA SER ""TRANS"" COMPREI UM CARRINHO DE MÃO, AGORA ELE É TRANSPORTADOR DE BRITA.
DESLIGUEI DO @EncontroFa _";1;1;0;0;0;0;0;0;0;0;0;0
2189;FAZ ASSIM, FALA COM ELE: OU SUA MAMÃE PARA DE SE OFERECER OU PASSAREI A LINGUIÇA NELA. HONESTIDADE É SEMPRE O CAMIN _ https://t.co/dcaofcwXCK;1;1;0;0;0;0;0;0;0;0;0;0
2190;ACHO RIDÍCULO, MAS RESPEITO, NÃO SOU HOMOFÓBICO https://t.co/gC4L1yJ1ls;1;0;0;0;0;1;0;0;0;0;0;0
2193;TÃO LAMENTÁVEL QUANDO SUA PHOTO SÉLFI NA ACADEMIA EVIDENCIANDO A MUSCULATURA VAI CRIAR VERGONHA RAPAZ _ https://t.co/DAscgN4SQb;1;1;0;0;0;0;0;0;0;0;0;0
2195;PASSA A LINGUIÇA, MAS QUANDO FOR PRA CASAR ACHE UMA MENINA DE RESPEITO NÃO AS MARMITA  #JoaquinResponde https://t.co/wHjd9f0W1W;1;1;0;0;0;0;0;0;0;0;0;0
2198;LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SORTE.  #JoaquinResponde https://t.co/wLGmY4Tg1D;1;0;0;0;0;0;0;0;0;1;0;0
2199;ESSA GERAÇÃO É UM LIXO, EU FAÇO MINHA PARTE, PROIBO MEUS NETOS DE VEREM YOUTUBERS  #JoaquinResponde https://t.co/bY9pAC1pQy;1;0;0;0;0;0;0;0;0;0;0;1
2201;NÃO USO ISSO GOSTO DO TÉTE A TÉTE, CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA, UM AMANTE A MODA ANTIGA  #JoaquinResponde https://t.co/lPfxQzYsMD;1;1;0;0;0;0;0;0;0;0;0;0
2206;"EU TENHO PENA DAS MULHERES COM ESSE HOMENS DE HOJE
ACHO QUE EU VIRARIA SAPATÃO, OLHA DÁ VERGONHA DA MINHA RAÇA _ https://t.co/z4wRncC98n";1;1;0;0;0;0;0;0;0;0;0;0
2209;"POIS É, ATÉ UM CONTINENTE JÁ APARECEU
E O PAI DAS FEMINISTAS NÃO
 #JoaquinResponde https://t.co/46OhFkUegV";1;1;0;0;1;0;0;0;0;0;0;0
2210;PAI DA FEMINISTA SAIU PRA COMPRAR CIGARRO NO 2º GOL DO ZIDANE EM 1.998 E NUNCA MAIS VOLTOU  #JoaquinResponde https://t.co/EzreOGNSJa;1;1;0;0;1;0;0;0;0;0;0;0
2219;COISA DE ENRUSTIDO, HOMEM QUE É HOMEM APRECIA O GOSTO NATURAL DA RATA #JoaquinResponde https://t.co/pJjn2Gvmwa;1;1;0;0;0;0;0;0;0;0;0;0
2228;MULHER GOSTA DE HOMEM PORCO QUE FEDE ARROTA E TEM TERRA DEIBAIXO DAS UNHA #JOAQUINRESPONDE https://t.co/diQ51clUMa;1;1;0;0;0;0;0;0;0;0;0;0
2231;"MANDE SEU FILHO ARRUMAR UMA MULHER DECENTE NÃO UMA BISCATE
#JOAQUINRESPONDE https://t.co/bsXqWCpvua";1;1;0;0;0;0;0;0;0;0;0;0
2233;GOSTO DE TÊTAS NATURAIS TAMANHO MÉDIO #JOAQUINRESPONDE https://t.co/2SuAfQKm8q;1;1;0;0;0;0;0;0;0;0;0;0
2237;EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ;1;1;0;0;1;0;0;0;0;0;0;0
2296;"@dntwit 
Saloios = tacanhos, ignaros, parolos
Que ofensa racista contra o povo a norte de Lisboa! Mas quem pode, pode... faltar ao respeito.";1;0;0;0;0;0;1;0;0;0;0;0
2306;"RT @Mozzein_: - e as namoradinhas?
- então tia... https://t.co/huId17fbpk";1;0;0;0;0;1;0;0;0;0;0;0
2335;"O repórter @pvedova lembra dos ""crimes de ódio"" cometidos contra imigrantes mas esquece dos números de crimes cometidos PELOS imigrantes.";1;0;0;0;0;0;0;0;0;0;1;0
2343;"Bom dia !!! Não é a toa que os ""ativistas esquerdopatas"" fazem protestos contra o Presidente #TRUMP. https://t.co/rGDze5LWHT";1;0;0;0;1;0;0;0;0;0;0;0
2353;"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. 
ACHO QUE VOU PEDI-LÁ EM CAS _ https://t.co/7BEgP3dEdP";1;1;0;0;1;0;0;0;0;0;0;0
2363;RT @zecarlosantos2: Com Bolsonaro acaba essa estória de tratar criminosos como cidadãos de primeira categoria e o resto como resto. #Bolson _;1;0;0;0;0;0;0;0;0;1;0;0
2371;Depois do Mexia e do Catroga, chineses preparam-se para contratar Mitroglou. Querem tirar-nos tudo, até a Luz que nos ilumina...;1;0;0;1;0;0;1;0;0;0;0;0
2380;@_Ioen parabéns brou! Menina é bom demais!;1;1;0;0;0;0;0;0;0;0;0;0
2393;"Estocolmo: capital das violações! As mulheres andam com medo e mudam hábitos de vida. ""Welcome R(ap)efugees""? _ https://t.co/BxSrVriKNC";1;0;0;0;0;0;0;0;0;0;1;0
2420;"Felipe Neto era foda em meados de 2009/2010/2011, mandava bem no humor negro!
Virou um personagem bicha pra ganhar money da gayzada";1;0;0;0;0;1;0;0;0;0;0;0
